dataset,representation,model,curve,x,y
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.39,0.79018
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.4,0.79413
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.41,0.79653
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.42,0.79872
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.43,0.80115
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.44,0.8039
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.45,0.80709
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.46,0.81079
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.47,0.81262
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.48,0.81444
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.49,0.81675
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.5,0.82632
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.51,0.83122
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.52,0.8413
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.53,0.84865
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.54,0.84865
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.55,0.85122
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.56,0.85502
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.57,0.86018
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.58,0.8614
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.59,0.86262
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.6,0.86384
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.61,0.86724
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.62,0.87232
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.63,0.87489
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.64,0.87759
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.65,0.88035
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.66,0.88388
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.67,0.88963
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.68,0.89586
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.69,0.89867
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.7,0.90058
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.71,0.90249
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.72,0.90521
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.73,0.90803
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.74,0.92434
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.75,0.92554
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.76,0.92674
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.77,0.92793
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.78,0.92913
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.79,0.94082
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.8,0.94943
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.81,0.95365
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.82,0.95634
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.83,0.95753
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.84,0.95844
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.85,0.95935
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.86,0.96026
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.87,0.96117
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.88,0.96208
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.89,0.97026
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.9,0.97706
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.91,0.98105
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.92,0.9856
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.93,0.99302
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.94,0.99557
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.95,0.99679
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.96,0.99801
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.97,0.99923
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.98,1.0
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,0.99,1.0
SICdb external,SICdb_hourly_median,model2_xgboost,ROC,1.0,1.0
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.0,1.0
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.01,0.475
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.02,0.46111
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.03,0.5
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.04,0.4915
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.05,0.41551
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.06,0.43738
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.07,0.43236
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.08,0.39147
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.09,0.41984
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.1,0.43542
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.11,0.39333
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.12,0.35822
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.13,0.35868
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.14,0.3759
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.15,0.38021
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.16,0.37763
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.17,0.37286
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.18,0.35576
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.19,0.34277
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.2,0.32743
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.21,0.31117
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.22,0.31526
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.23,0.3049
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.24,0.29065
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.25,0.28861
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.26,0.29276
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.27,0.29245
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.28,0.27582
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.29,0.27899
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.3,0.28388
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.31,0.28335
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.32,0.279
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.33,0.27103
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.34,0.27241
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.35,0.26923
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.36,0.25148
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.37,0.24272
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.38,0.24216
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.39,0.23575
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.4,0.23642
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.41,0.22518
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.42,0.22626
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.43,0.22146
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.44,0.21788
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.45,0.21796
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.46,0.21524
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.47,0.21212
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.48,0.21183
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.49,0.21415
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.5,0.21412
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.51,0.21635
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.52,0.21515
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.53,0.21166
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.54,0.21183
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.55,0.2121
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.56,0.20936
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.57,0.20699
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.58,0.20643
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.59,0.19884
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.6,0.19577
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.61,0.19254
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.62,0.19242
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.63,0.18858
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.64,0.17616
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.65,0.16993
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.66,0.16706
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.67,0.16644
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.68,0.16733
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.69,0.16631
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.7,0.16009
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.71,0.15891
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.72,0.15734
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.73,0.15607
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.74,0.15589
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.75,0.15123
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.76,0.1524
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.77,0.15267
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.78,0.14567
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.79,0.14621
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.8,0.13691
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.81,0.12997
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.82,0.12344
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.83,0.12136
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.84,0.12032
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.85,0.11797
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.86,0.1133
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.87,0.10719
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.88,0.10277
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.89,0.1008
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.9,0.09835
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.91,0.09509
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.92,0.09506
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.93,0.09092
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.94,0.09135
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.95,0.09109
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.96,0.08648
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.97,0.08428
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.98,0.08359
SICdb external,SICdb_hourly_median,model2_xgboost,PR,0.99,0.08278
SICdb external,SICdb_hourly_median,model2_xgboost,PR,1.0,0.0796
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.0,0.01081
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.01,0.10369
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.02,0.1317
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.03,0.16528
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.04,0.20346
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.05,0.24117
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.06,0.25314
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.07,0.28296
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.08,0.31529
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.09,0.3222
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.1,0.34281
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.11,0.38066
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.12,0.38832
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.13,0.40483
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.14,0.42836
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.15,0.44642
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.16,0.45391
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.17,0.45757
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.18,0.4632
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.19,0.47066
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.2,0.47784
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.21,0.48851
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.22,0.51008
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.23,0.51889
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.24,0.53072
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.25,0.54149
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.26,0.55441
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.27,0.57683
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.28,0.59627
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.29,0.61729
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.3,0.63
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.31,0.64082
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.32,0.64819
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.33,0.65624
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.34,0.67316
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.35,0.68448
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.36,0.6918
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.37,0.71031
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.38,0.72643
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.39,0.73137
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.4,0.73572
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.41,0.74158
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.42,0.75182
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.43,0.7745
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.44,0.78886
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.45,0.79925
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.46,0.80119
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.47,0.80256
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.48,0.80394
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.49,0.80532
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.5,0.81721
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.51,0.82267
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.52,0.82626
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.53,0.83168
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.54,0.83381
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.55,0.83539
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.56,0.83697
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.57,0.83981
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.58,0.84376
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.59,0.84613
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.6,0.8485
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.61,0.858
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.62,0.86029
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.63,0.86148
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.64,0.86266
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.65,0.86385
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.66,0.86562
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.67,0.87097
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.68,0.87603
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.69,0.88011
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.7,0.89457
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.71,0.90843
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.72,0.9095
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.73,0.91056
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.74,0.91163
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.75,0.9127
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.76,0.91953
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.77,0.92376
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.78,0.93708
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.79,0.94106
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.8,0.943
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.81,0.94495
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.82,0.94793
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.83,0.95326
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.84,0.9601
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.85,0.96278
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.86,0.96388
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.87,0.96497
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.88,0.96607
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.89,0.96717
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.9,0.96889
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.91,0.97096
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.92,0.97333
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.93,0.97964
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.94,0.982
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.95,0.98575
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.96,0.99061
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.97,0.99313
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.98,0.9961
SICdb external,SICdb_hourly_median,model3_grud,ROC,0.99,0.99969
SICdb external,SICdb_hourly_median,model3_grud,ROC,1.0,1.0
SICdb external,SICdb_hourly_median,model3_grud,PR,0.0,1.0
SICdb external,SICdb_hourly_median,model3_grud,PR,0.01,1.0
SICdb external,SICdb_hourly_median,model3_grud,PR,0.02,0.785
SICdb external,SICdb_hourly_median,model3_grud,PR,0.03,0.61125
SICdb external,SICdb_hourly_median,model3_grud,PR,0.04,0.46824
SICdb external,SICdb_hourly_median,model3_grud,PR,0.05,0.4256
SICdb external,SICdb_hourly_median,model3_grud,PR,0.06,0.44215
SICdb external,SICdb_hourly_median,model3_grud,PR,0.07,0.44894
SICdb external,SICdb_hourly_median,model3_grud,PR,0.08,0.46532
SICdb external,SICdb_hourly_median,model3_grud,PR,0.09,0.48541
SICdb external,SICdb_hourly_median,model3_grud,PR,0.1,0.46827
SICdb external,SICdb_hourly_median,model3_grud,PR,0.11,0.43261
SICdb external,SICdb_hourly_median,model3_grud,PR,0.12,0.41777
SICdb external,SICdb_hourly_median,model3_grud,PR,0.13,0.36282
SICdb external,SICdb_hourly_median,model3_grud,PR,0.14,0.34262
SICdb external,SICdb_hourly_median,model3_grud,PR,0.15,0.32551
SICdb external,SICdb_hourly_median,model3_grud,PR,0.16,0.32183
SICdb external,SICdb_hourly_median,model3_grud,PR,0.17,0.31655
SICdb external,SICdb_hourly_median,model3_grud,PR,0.18,0.30465
SICdb external,SICdb_hourly_median,model3_grud,PR,0.19,0.3079
SICdb external,SICdb_hourly_median,model3_grud,PR,0.2,0.29839
SICdb external,SICdb_hourly_median,model3_grud,PR,0.21,0.29829
SICdb external,SICdb_hourly_median,model3_grud,PR,0.22,0.29904
SICdb external,SICdb_hourly_median,model3_grud,PR,0.23,0.30589
SICdb external,SICdb_hourly_median,model3_grud,PR,0.24,0.2923
SICdb external,SICdb_hourly_median,model3_grud,PR,0.25,0.28019
SICdb external,SICdb_hourly_median,model3_grud,PR,0.26,0.25667
SICdb external,SICdb_hourly_median,model3_grud,PR,0.27,0.25152
SICdb external,SICdb_hourly_median,model3_grud,PR,0.28,0.25171
SICdb external,SICdb_hourly_median,model3_grud,PR,0.29,0.25475
SICdb external,SICdb_hourly_median,model3_grud,PR,0.3,0.25284
SICdb external,SICdb_hourly_median,model3_grud,PR,0.31,0.25293
SICdb external,SICdb_hourly_median,model3_grud,PR,0.32,0.24079
SICdb external,SICdb_hourly_median,model3_grud,PR,0.33,0.22515
SICdb external,SICdb_hourly_median,model3_grud,PR,0.34,0.22513
SICdb external,SICdb_hourly_median,model3_grud,PR,0.35,0.22521
SICdb external,SICdb_hourly_median,model3_grud,PR,0.36,0.22839
SICdb external,SICdb_hourly_median,model3_grud,PR,0.37,0.229
SICdb external,SICdb_hourly_median,model3_grud,PR,0.38,0.22766
SICdb external,SICdb_hourly_median,model3_grud,PR,0.39,0.2139
SICdb external,SICdb_hourly_median,model3_grud,PR,0.4,0.21203
SICdb external,SICdb_hourly_median,model3_grud,PR,0.41,0.20864
SICdb external,SICdb_hourly_median,model3_grud,PR,0.42,0.21189
SICdb external,SICdb_hourly_median,model3_grud,PR,0.43,0.20545
SICdb external,SICdb_hourly_median,model3_grud,PR,0.44,0.20474
SICdb external,SICdb_hourly_median,model3_grud,PR,0.45,0.19756
SICdb external,SICdb_hourly_median,model3_grud,PR,0.46,0.18084
SICdb external,SICdb_hourly_median,model3_grud,PR,0.47,0.17351
SICdb external,SICdb_hourly_median,model3_grud,PR,0.48,0.16687
SICdb external,SICdb_hourly_median,model3_grud,PR,0.49,0.1637
SICdb external,SICdb_hourly_median,model3_grud,PR,0.5,0.16415
SICdb external,SICdb_hourly_median,model3_grud,PR,0.51,0.16375
SICdb external,SICdb_hourly_median,model3_grud,PR,0.52,0.15939
SICdb external,SICdb_hourly_median,model3_grud,PR,0.53,0.1575
SICdb external,SICdb_hourly_median,model3_grud,PR,0.54,0.15496
SICdb external,SICdb_hourly_median,model3_grud,PR,0.55,0.1533
SICdb external,SICdb_hourly_median,model3_grud,PR,0.56,0.15262
SICdb external,SICdb_hourly_median,model3_grud,PR,0.57,0.15341
SICdb external,SICdb_hourly_median,model3_grud,PR,0.58,0.15302
SICdb external,SICdb_hourly_median,model3_grud,PR,0.59,0.15192
SICdb external,SICdb_hourly_median,model3_grud,PR,0.6,0.15205
SICdb external,SICdb_hourly_median,model3_grud,PR,0.61,0.15143
SICdb external,SICdb_hourly_median,model3_grud,PR,0.62,0.1517
SICdb external,SICdb_hourly_median,model3_grud,PR,0.63,0.15061
SICdb external,SICdb_hourly_median,model3_grud,PR,0.64,0.14856
SICdb external,SICdb_hourly_median,model3_grud,PR,0.65,0.14533
SICdb external,SICdb_hourly_median,model3_grud,PR,0.66,0.14246
SICdb external,SICdb_hourly_median,model3_grud,PR,0.67,0.1432
SICdb external,SICdb_hourly_median,model3_grud,PR,0.68,0.14315
SICdb external,SICdb_hourly_median,model3_grud,PR,0.69,0.14001
SICdb external,SICdb_hourly_median,model3_grud,PR,0.7,0.13902
SICdb external,SICdb_hourly_median,model3_grud,PR,0.71,0.13951
SICdb external,SICdb_hourly_median,model3_grud,PR,0.72,0.13951
SICdb external,SICdb_hourly_median,model3_grud,PR,0.73,0.13747
SICdb external,SICdb_hourly_median,model3_grud,PR,0.74,0.13283
SICdb external,SICdb_hourly_median,model3_grud,PR,0.75,0.13152
SICdb external,SICdb_hourly_median,model3_grud,PR,0.76,0.1306
SICdb external,SICdb_hourly_median,model3_grud,PR,0.77,0.13161
SICdb external,SICdb_hourly_median,model3_grud,PR,0.78,0.13232
SICdb external,SICdb_hourly_median,model3_grud,PR,0.79,0.13149
SICdb external,SICdb_hourly_median,model3_grud,PR,0.8,0.13017
SICdb external,SICdb_hourly_median,model3_grud,PR,0.81,0.121
SICdb external,SICdb_hourly_median,model3_grud,PR,0.82,0.12069
SICdb external,SICdb_hourly_median,model3_grud,PR,0.83,0.11735
SICdb external,SICdb_hourly_median,model3_grud,PR,0.84,0.1106
SICdb external,SICdb_hourly_median,model3_grud,PR,0.85,0.10668
SICdb external,SICdb_hourly_median,model3_grud,PR,0.86,0.10525
SICdb external,SICdb_hourly_median,model3_grud,PR,0.87,0.09906
SICdb external,SICdb_hourly_median,model3_grud,PR,0.88,0.09726
SICdb external,SICdb_hourly_median,model3_grud,PR,0.89,0.0974
SICdb external,SICdb_hourly_median,model3_grud,PR,0.9,0.09711
SICdb external,SICdb_hourly_median,model3_grud,PR,0.91,0.09594
SICdb external,SICdb_hourly_median,model3_grud,PR,0.92,0.09261
SICdb external,SICdb_hourly_median,model3_grud,PR,0.93,0.09233
SICdb external,SICdb_hourly_median,model3_grud,PR,0.94,0.0917
SICdb external,SICdb_hourly_median,model3_grud,PR,0.95,0.08861
SICdb external,SICdb_hourly_median,model3_grud,PR,0.96,0.08803
SICdb external,SICdb_hourly_median,model3_grud,PR,0.97,0.08297
SICdb external,SICdb_hourly_median,model3_grud,PR,0.98,0.08159
SICdb external,SICdb_hourly_median,model3_grud,PR,0.99,0.08029
SICdb external,SICdb_hourly_median,model3_grud,PR,1.0,0.07852
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.0,0.00595
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.01,0.04167
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.02,0.12429
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.03,0.16167
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.04,0.18452
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.05,0.21429
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.06,0.2619
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.07,0.27976
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.08,0.30357
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.09,0.30643
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.1,0.32738
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.11,0.3731
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.12,0.39881
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.13,0.41881
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.14,0.42857
